linkID,countyID,zoneID,roadTypeID,linkLength,linkVolume,linkAvgSpeed,linkDescription,linkAvgGrade
64,17031,0,5,0.03508604222111513,12,1.1185,Urban Unrestricted,0
65,17031,0,5,0.041931319170058705,11,1.1185,Urban Unrestricted,0
66,17031,0,5,0.0764697621960837,11,1.1185,Urban Unrestricted,0
67,17031,0,5,0.07660456789674022,25,1.1185,Urban Unrestricted,0
69,17031,0,5,0.006765160123448227,67,1.3849367164179105,Urban Unrestricted,0
70,17031,0,5,0.012709603062656586,45,1.1184999999999998,Urban Unrestricted,0
75,17031,0,5,0.006107412481838817,80,35.080074749999994,Urban Unrestricted,0
77,17031,0,5,0.02278104994347722,65,9.099427692307692,Urban Unrestricted,0
78,17031,0,5,0.02692499239387544,50,34.720477,Urban Unrestricted,0
81,17031,0,5,0.007297996300657969,48,5.900087500000001,Urban Unrestricted,0
82,17031,0,5,0.08930984889649685,3,0.5,Urban Unrestricted,0
83,17031,0,5,0.059290188084042704,3,0.5,Urban Unrestricted,0
85,17031,0,5,0.015025793847243401,3,0.5,Urban Unrestricted,0
87,17031,0,5,0.07314831748153233,3,0.5,Urban Unrestricted,0
93,17031,0,5,0.005437217716795774,3,0.5,Urban Unrestricted,0
94,17031,0,5,0.03951718015996406,16,13.059885625000003,Urban Unrestricted,0
95,17031,0,5,0.04593067641478199,21,33.780830476190474,Urban Unrestricted,0
98,17031,0,5,0.08270574083099712,184,4.953739239130435,Urban Unrestricted,0
100,17031,0,5,0.009468821594483779,159,1.0092452830188678,Urban Unrestricted,0
102,17031,0,5,0.07876589258145361,19,0.5,Urban Unrestricted,0
107,17031,0,5,0.07492575106758453,64,8.43265625,Urban Unrestricted,0
108,17031,0,5,0.04196876201146634,69,7.5046486956521745,Urban Unrestricted,0
110,17031,0,5,0.1273582532663252,13,5.015384615384615,Urban Unrestricted,0
115,17031,0,5,0.0558461591706796,16,0.5,Urban Unrestricted,0
116,17031,0,5,0.04446970125279634,11,0.5,Urban Unrestricted,0
117,17031,0,5,0.044030673411687905,13,1.1185,Urban Unrestricted,0
118,17031,0,5,0.04434369478379048,9,0.5,Urban Unrestricted,0
119,17031,0,5,0.008501324582638095,9,0.5,Urban Unrestricted,0
120,17031,0,5,0.034876901565735176,9,0.5,Urban Unrestricted,0
122,17031,0,5,0.055530630967972644,3,0.5,Urban Unrestricted,0
125,17031,0,5,0.004636375055985149,168,11.798809523809524,Urban Unrestricted,0
127,17031,0,5,0.025642282000653802,168,6.140178571428571,Urban Unrestricted,0
129,17031,0,5,0.02376035795803127,9,0.5,Urban Unrestricted,0
131,17031,0,5,0.03798791444765567,7,0.5,Urban Unrestricted,0
133,17031,0,5,0.06048018810371406,11,0.5,Urban Unrestricted,0
134,17031,0,5,0.04373921924650436,11,0.5,Urban Unrestricted,0
136,17031,0,5,0.015503899729496127,12,0.5,Urban Unrestricted,0
139,17031,0,5,0.009033885540181419,15,0.5,Urban Unrestricted,0
141,17031,0,5,0.011178479669074226,100,28.2656,Urban Unrestricted,0
142,17031,0,5,0.0553637276827091,161,18.845341614906832,Urban Unrestricted,0
143,17031,0,5,0.0268211647736353,157,2.558535031847134,Urban Unrestricted,0
144,17031,0,5,0.028647528711855424,182,24.647438076923077,Urban Unrestricted,0
145,17031,0,5,0.027584154860749385,80,9.295125,Urban Unrestricted,0
146,17031,0,5,0.028719123639818718,80,4.140625,Urban Unrestricted,0
147,17031,0,5,0.04135035814944799,19,1.7821052631578946,Urban Unrestricted,0
150,17031,0,5,0.060031009192327685,0,0.0,Urban Unrestricted,0
152,17031,0,5,0.07501218641418651,3,0.5,Urban Unrestricted,0
153,17031,0,5,0.04206989917876089,3,0.5,Urban Unrestricted,0
154,17031,0,5,0.045383921986207866,6,0.5,Urban Unrestricted,0
155,17031,0,5,0.01216227131316559,13,0.5,Urban Unrestricted,0
157,17031,0,5,0.05329792244874264,79,1.1185,Urban Unrestricted,0
158,17031,0,5,0.047359844780463414,497,5.2200867605633805,Urban Unrestricted,0
159,17031,0,5,0.02853955235262656,500,6.703796860000001,Urban Unrestricted,0
160,17031,0,5,0.07573985112260577,539,5.4581554916512065,Urban Unrestricted,0
161,17031,0,5,0.07683676120462059,394,2.0704314720812182,Urban Unrestricted,0
164,17031,0,5,0.0388337253969156,0,0.0,Urban Unrestricted,0
167,17031,0,5,0.007404717715655548,0,0.0,Urban Unrestricted,0
168,17031,0,5,0.0170932012802922,0,0.0,Urban Unrestricted,0
189,17031,0,5,0.06625106798739597,40,14.919749999999999,Urban Unrestricted,0
191,17031,0,5,0.05859146118203935,362,18.87397685082873,Urban Unrestricted,0
193,17031,0,5,0.06326379525452018,157,13.510891719745223,Urban Unrestricted,0
194,17031,0,5,0.008491778473136964,287,2.5598450871080143,Urban Unrestricted,0
197,17031,0,5,0.06440082569412449,3,0.5,Urban Unrestricted,0
198,17031,0,5,0.03239102194462795,3,0.5,Urban Unrestricted,0
199,17031,0,5,0.04344219872796126,3,0.5,Urban Unrestricted,0
200,17031,0,5,0.07617358389121583,3,0.5,Urban Unrestricted,0
202,17031,0,5,0.03890714413891275,3,0.5,Urban Unrestricted,0
205,17031,0,5,0.002354380308953109,18,1.1185,Urban Unrestricted,0
207,17031,0,5,0.06953737615975814,9,1.1185,Urban Unrestricted,0
209,17031,0,5,0.005835197222373978,149,5.416979865771812,Urban Unrestricted,0
214,17031,0,5,0.058856035454416575,863,3.382328447276941,Urban Unrestricted,0
215,17031,0,5,0.04114669905556634,633,3.1987686413902052,Urban Unrestricted,0
216,17031,0,5,0.03461515635907938,770,8.935275246753246,Urban Unrestricted,0
217,17031,0,5,0.07628955244687156,523,14.182537227533462,Urban Unrestricted,0
218,17031,0,5,0.08411693517164709,6,3.44629,Urban Unrestricted,0
220,17031,0,5,0.07141319674684628,3,5.239999999999999,Urban Unrestricted,0
222,17031,0,5,0.03946260005413947,0,0.0,Urban Unrestricted,0
223,17031,0,5,0.07527357302482011,79,9.527721518987342,Urban Unrestricted,0
224,17031,0,5,0.04199120865379752,149,11.766174496644297,Urban Unrestricted,0
225,17031,0,5,0.033638299829626406,174,3.4101149425287356,Urban Unrestricted,0
227,17031,0,5,0.006354786152731526,174,20.015919540229888,Urban Unrestricted,0
230,17031,0,5,0.0038262560184694713,6,0.5,Urban Unrestricted,0
231,17031,0,5,0.110654066755482,3,26.473333333333333,Urban Unrestricted,0
238,17031,0,5,0.020648649392016657,356,0.5352247191011236,Urban Unrestricted,0
239,17031,0,5,0.007767644170229291,0,0.0,Urban Unrestricted,0
242,17031,0,5,0.042428382209963,6,11.696666666666667,Urban Unrestricted,0
249,17031,0,5,0.008001254704901326,5,8.0,Urban Unrestricted,0
250,17031,0,5,0.0023443080537351663,0,0.0,Urban Unrestricted,0
251,17031,0,5,0.012988675402902505,5,14.807999999999998,Urban Unrestricted,0
252,17031,0,5,0.020189991353850325,5,7.952,Urban Unrestricted,0
258,17031,0,4,0.037046670394240984,4,15.165,Urban Restricted,0
259,17031,0,5,0.00776871378240603,7,4.45,Urban Unrestricted,0
260,17031,0,5,0.02596746127741027,6,13.545000000000002,Urban Unrestricted,0
261,17031,0,5,0.025792571586069856,6,12.616666666666667,Urban Unrestricted,0
262,17031,0,5,0.02438882206316108,0,0.0,Urban Unrestricted,0
264,17031,0,5,0.02034679528011646,0,0.0,Urban Unrestricted,0
265,17031,0,5,0.02557433950643509,15,1.6713333333333333,Urban Unrestricted,0
266,17031,0,5,0.02667660196331472,7,0.5,Urban Unrestricted,0
267,17031,0,5,0.007768908123249283,76,9.218794736842105,Urban Unrestricted,0
269,17031,0,5,0.01500119420515173,31,13.044596451612904,Urban Unrestricted,0
270,17031,0,5,0.03099347434083696,34,55.374961176470585,Urban Unrestricted,0
271,17031,0,5,0.0302868556746751,34,32.182534705882354,Urban Unrestricted,0
273,17031,0,5,0.0808668148104895,6,26.078583333333338,Urban Unrestricted,0
274,17031,0,5,0.04587867307072504,9,1.1185,Urban Unrestricted,0
275,17031,0,5,0.04309597351691636,6,0.5,Urban Unrestricted,0
277,17031,0,5,0.05408455587116536,8,0.5,Urban Unrestricted,0
279,17031,0,5,0.07598525384370382,9,0.5,Urban Unrestricted,0
280,17031,0,5,0.08448354495988421,7,0.5,Urban Unrestricted,0
284,17031,0,5,0.008939752231314428,363,4.916778099173555,Urban Unrestricted,0
285,17031,0,5,0.04721201589420485,187,3.847281122994653,Urban Unrestricted,0
288,17031,0,5,0.052433541682126425,6,0.5,Urban Unrestricted,0
289,17031,0,5,0.028370051672001604,10,10.389,Urban Unrestricted,0
290,17031,0,5,0.0238529490164741,10,24.369999999999997,Urban Unrestricted,0
292,17031,0,5,0.031129745478013712,10,9.644,Urban Unrestricted,0
293,17031,0,5,0.026159781508704863,9,8.181111111111111,Urban Unrestricted,0
294,17031,0,5,0.02912134033617418,9,8.893333333333334,Urban Unrestricted,0
297,17031,0,5,0.028624593349920617,1,18.42,Urban Unrestricted,0
299,17031,0,5,0.06269398436444282,191,18.394293193717278,Urban Unrestricted,0
302,17031,0,5,0.004578128991807701,314,14.173949044585987,Urban Unrestricted,0
303,17031,0,5,0.07556860620051407,296,27.19579847972973,Urban Unrestricted,0
305,17031,0,5,0.03210364866611861,84,39.615672142857136,Urban Unrestricted,0
307,17031,0,5,0.07493552184795024,295,10.825563389830508,Urban Unrestricted,0
308,17031,0,5,0.08878648477355597,183,18.716966775956283,Urban Unrestricted,0
310,17031,0,5,0.1145661638935186,14,1.125,Urban Unrestricted,0
312,17031,0,5,0.08273865420441857,20,28.734500000000004,Urban Unrestricted,0
315,17031,0,5,0.08262398745457628,20,29.246500000000005,Urban Unrestricted,0
316,17031,0,5,0.011070349096868019,10,0.5,Urban Unrestricted,0
318,17031,0,5,0.07596616107463276,0,0.0,Urban Unrestricted,0
325,17031,0,5,0.008925381619337357,42,4.766666666666667,Urban Unrestricted,0
328,17031,0,5,0.024977529607823637,317,10.830255552050474,Urban Unrestricted,0
330,17031,0,5,0.02363337998400263,22,7.113181818181817,Urban Unrestricted,0
331,17031,0,5,0.006504890531048159,3,0.7600000000000001,Urban Unrestricted,0
333,17031,0,5,0.05465656375456701,102,31.23049382352941,Urban Unrestricted,0
337,17031,0,5,0.07492913529171452,7,1.1185,Urban Unrestricted,0
339,17031,0,5,0.08339147761602349,6,1.1185,Urban Unrestricted,0
341,17031,0,5,0.07149124563392728,3,0.5,Urban Unrestricted,0
342,17031,0,5,0.0771348039593867,14,1.1185,Urban Unrestricted,0
343,17031,0,5,0.07561181047049109,3,0.5,Urban Unrestricted,0
344,17031,0,5,0.07582675042137357,3,0.5,Urban Unrestricted,0
345,17031,0,5,0.07527064123664748,3,0.5,Urban Unrestricted,0
350,17031,0,5,0.07551297259612767,14,0.5,Urban Unrestricted,0
351,17031,0,5,0.06253868600892878,32,21.592642499999997,Urban Unrestricted,0
353,17031,0,5,0.019581091073183923,49,16.174947959183672,Urban Unrestricted,0
354,17031,0,5,0.009970787592487002,50,6.4903414,Urban Unrestricted,0
355,17031,0,5,0.020632324515861528,50,3.6113724,Urban Unrestricted,0
356,17031,0,5,0.07587813041473158,6,9.873333333333333,Urban Unrestricted,0
357,17031,0,5,0.06699442288614037,3,0.5,Urban Unrestricted,0
358,17031,0,5,0.03716641719329228,0,0.0,Urban Unrestricted,0
360,17031,0,5,0.008143724379798814,56,35.21677142857142,Urban Unrestricted,0
362,17031,0,5,0.02888864252812225,67,11.717313432835821,Urban Unrestricted,0
363,17031,0,5,0.04292398223241315,102,28.322832450980396,Urban Unrestricted,0
364,17031,0,5,0.04617538680506484,63,3.49,Urban Unrestricted,0
366,17031,0,5,0.006055087562772845,0,0.0,Urban Unrestricted,0
369,17031,0,5,0.07585848411760988,3,0.5,Urban Unrestricted,0
370,17031,0,5,0.07648365670993347,6,1.1185,Urban Unrestricted,0
372,17031,0,5,0.07705571294460585,104,7.560199615384615,Urban Unrestricted,0
374,17031,0,5,0.075770463074188,20,19.659950000000002,Urban Unrestricted,0
376,17031,0,5,0.07583423108309843,15,19.105097999999998,Urban Unrestricted,0
377,17031,0,5,0.048891545229962856,22,10.703636363636365,Urban Unrestricted,0
378,17031,0,5,0.08031410663561694,10,0.5,Urban Unrestricted,0
379,17031,0,5,0.051304189666717875,12,17.728225,Urban Unrestricted,0
383,17031,0,5,0.07689161728766625,1,8.83,Urban Unrestricted,0
384,17031,0,5,0.09639123274820664,9,8.946666666666665,Urban Unrestricted,0
385,17031,0,5,0.11648647707514377,33,12.68878787878788,Urban Unrestricted,0
386,17031,0,5,0.0757541507324688,54,25.02540185185185,Urban Unrestricted,0
388,17031,0,5,0.08331939526170416,9,1.1185,Urban Unrestricted,0
394,17031,0,5,0.006753107700245878,0,0.0,Urban Unrestricted,0
397,17031,0,5,0.08362340771337361,63,21.955977460317463,Urban Unrestricted,0
399,17031,0,5,0.07652707696923847,52,16.500025961538462,Urban Unrestricted,0
400,17031,0,5,0.011054329048945308,10,7.3,Urban Unrestricted,0
402,17031,0,5,0.008086486960472442,13,20.191506153846152,Urban Unrestricted,0
404,17031,0,5,0.02924311203635887,68,11.075441176470589,Urban Unrestricted,0
405,17031,0,5,0.12126153427164976,54,10.354074074074074,Urban Unrestricted,0
407,17031,0,5,0.02748887193152148,6,9.59,Urban Unrestricted,0
409,17031,0,5,0.07876739902553341,0,0.0,Urban Unrestricted,0
414,17031,0,5,0.07652986451995553,3,0.5,Urban Unrestricted,0
415,17031,0,5,0.0769573530162986,6,1.1185,Urban Unrestricted,0
417,17031,0,5,0.004949319712946457,3,0.5,Urban Unrestricted,0
419,17031,0,5,0.0332892555963895,3,0.5,Urban Unrestricted,0
425,17031,0,5,0.08012340257682513,83,20.071819397590364,Urban Unrestricted,0
426,17031,0,5,0.048572151413920246,8,33.7051625,Urban Unrestricted,0
427,17031,0,5,0.028215297478108414,86,22.56924906976744,Urban Unrestricted,0
428,17031,0,5,0.07025578879197165,35,5.45828,Urban Unrestricted,0
429,17031,0,5,0.00994536789601147,276,16.385538695652176,Urban Unrestricted,0
430,17031,0,5,0.07107313520551442,195,24.462570102564104,Urban Unrestricted,0
431,17031,0,5,0.023795274263465,230,35.47308160869566,Urban Unrestricted,0
433,17031,0,5,0.004742588020904755,232,31.307682801724138,Urban Unrestricted,0
435,17031,0,5,0.05678788693977933,193,11.614438341968912,Urban Unrestricted,0
436,17031,0,5,0.07466434333604216,58,13.569360172413795,Urban Unrestricted,0
437,17031,0,5,0.08855301061354344,6,0.5,Urban Unrestricted,0
439,17031,0,5,0.007966650690322695,1,4.27,Urban Unrestricted,0
441,17031,0,5,0.07553323851745355,1,1.45,Urban Unrestricted,0
442,17031,0,5,0.0512270379181766,13,5.063076923076922,Urban Unrestricted,0
443,17031,0,5,0.0658949689161857,3,0.5,Urban Unrestricted,0
444,17031,0,5,0.07611592926991509,19,13.62736842105263,Urban Unrestricted,0
445,17031,0,5,0.07554419058759643,13,2.0076923076923077,Urban Unrestricted,0
447,17031,0,5,0.1567414564271932,65,9.381692307692308,Urban Unrestricted,0
449,17031,0,5,0.0109151132299468,18,2.736596666666667,Urban Unrestricted,0
450,17031,0,5,0.010045181841287616,0,0.0,Urban Unrestricted,0
451,17031,0,5,0.0059911462406510895,0,0.0,Urban Unrestricted,0
452,17031,0,5,0.03405836516439086,0,0.0,Urban Unrestricted,0
453,17031,0,5,0.03199667397703611,0,0.0,Urban Unrestricted,0
454,17031,0,5,0.08866022878952046,3,0.5,Urban Unrestricted,0
457,17031,0,5,0.07498600022392006,141,4.575378936170212,Urban Unrestricted,0
458,17031,0,5,0.08043458349038163,261,3.5658294252873564,Urban Unrestricted,0
460,17031,0,5,0.04968525272030926,3,0.5,Urban Unrestricted,0
461,17031,0,5,0.01046842418429361,6,1.1185,Urban Unrestricted,0
463,17031,0,5,0.021067761599410356,3,0.5,Urban Unrestricted,0
464,17031,0,5,0.00537544259936017,3,0.5,Urban Unrestricted,0
465,17031,0,5,0.038479225184752545,3,0.5,Urban Unrestricted,0
466,17031,0,5,0.04421608637128777,3,0.5,Urban Unrestricted,0
467,17031,0,5,0.04392002708212257,3,0.5,Urban Unrestricted,0
468,17031,0,5,0.04488030105535888,10,1.1185,Urban Unrestricted,0
469,17031,0,5,0.04250169818790883,3,0.5,Urban Unrestricted,0
470,17031,0,5,0.08829375707064785,3,0.5,Urban Unrestricted,0
471,17031,0,5,0.08135136356547899,20,24.3419155,Urban Unrestricted,0
478,17031,0,5,0.006281707749600782,316,3.2536392405063292,Urban Unrestricted,0
480,17031,0,5,0.07031532838078626,355,19.911802816901407,Urban Unrestricted,0
482,17031,0,5,0.041304170773074286,26,0.7651611538461539,Urban Unrestricted,0
485,17031,0,5,0.07638308808068825,45,11.873996000000002,Urban Unrestricted,0
490,17031,0,5,0.010224353428461685,7,0.5,Urban Unrestricted,0
491,17031,0,5,0.06929985926168289,16,15.5415575,Urban Unrestricted,0
492,17031,0,5,0.07094652168914763,334,4.653294880239521,Urban Unrestricted,0
493,17031,0,5,0.009142655035445542,320,4.389693062499999,Urban Unrestricted,0
494,17031,0,5,0.0712958242982562,146,8.838754726027398,Urban Unrestricted,0
495,17031,0,5,0.028147826564390854,137,17.644215036496348,Urban Unrestricted,0
496,17031,0,5,0.04811249739984371,58,51.55012224137932,Urban Unrestricted,0
497,17031,0,5,0.08079532249395883,69,15.860978405797102,Urban Unrestricted,0
503,17031,0,5,0.01243594249293749,6,0.5,Urban Unrestricted,0
506,17031,0,5,0.015484448033326211,6,0.5,Urban Unrestricted,0
507,17031,0,5,0.08704543693511896,6,0.5,Urban Unrestricted,0
509,17031,0,5,0.07280252287799824,6,0.5,Urban Unrestricted,0
510,17031,0,5,0.04420637812846315,3,0.5,Urban Unrestricted,0
511,17031,0,5,0.045112643941567276,3,0.5,Urban Unrestricted,0
513,17031,0,5,0.05190788884927179,1,30.93,Urban Unrestricted,0
515,17031,0,5,0.06929284714040763,44,24.862045454545456,Urban Unrestricted,0
525,17031,0,5,0.00642744832742027,0,0.0,Urban Unrestricted,0
526,17031,0,5,0.0763322654718893,4,0.5,Urban Unrestricted,0
527,17031,0,5,0.07621347819569413,7,1.1185,Urban Unrestricted,0
528,17031,0,5,0.04310180885157525,0,0.0,Urban Unrestricted,0
530,17031,0,5,0.033468180053213,1,21.27,Urban Unrestricted,0
531,17031,0,5,0.020885376262770844,1,28.0,Urban Unrestricted,0
532,17031,0,5,0.0157297554587482,1,6.17,Urban Unrestricted,0
534,17031,0,5,0.0048212562834002645,1,2.23,Urban Unrestricted,0
535,17031,0,5,0.005429976300835774,71,5.846478873239437,Urban Unrestricted,0
536,17031,0,5,0.026658510595151348,109,1.043302752293578,Urban Unrestricted,0
543,17031,0,5,0.07888495480525763,31,0.5,Urban Unrestricted,0
545,17031,0,5,0.03864678212647468,0,0.0,Urban Unrestricted,0
547,17031,0,5,0.004468776728667226,0,0.0,Urban Unrestricted,0
548,17031,0,5,0.014027788105974066,2,15.065000000000001,Urban Unrestricted,0
553,17031,0,5,0.0021834895055905424,93,3.6138374193548386,Urban Unrestricted,0
558,17031,0,5,0.005782804952874245,178,3.5914606741573034,Urban Unrestricted,0
559,17031,0,5,0.07218109493837653,11,8.092727272727272,Urban Unrestricted,0
560,17031,0,5,0.09431668739062077,12,5.066666666666667,Urban Unrestricted,0
571,17031,0,4,0.03286974434136562,1,34.94,Urban Restricted,0
576,17031,0,5,0.01133158402633382,50,3.1178000000000003,Urban Unrestricted,0
589,17031,0,5,0.04755973374552815,206,14.661504854368932,Urban Unrestricted,0
590,17031,0,5,0.03841900190357515,241,5.196138008298755,Urban Unrestricted,0
591,17031,0,5,0.006614326919186328,140,4.726301642857142,Urban Unrestricted,0
592,17031,0,5,0.030993087079998493,235,10.502572212765958,Urban Unrestricted,0
593,17031,0,5,0.07550805743936265,220,1.1185,Urban Unrestricted,0
595,17031,0,5,0.0032913431779081283,84,1.3315476190476192,Urban Unrestricted,0
602,17031,0,5,0.039932160487374066,76,0.5,Urban Unrestricted,0
604,17031,0,5,0.006716460676437228,76,0.5,Urban Unrestricted,0
605,17031,0,5,0.0036729563525945684,164,0.5184756097560975,Urban Unrestricted,0
606,17031,0,5,0.005741155881922286,0,0.0,Urban Unrestricted,0
608,17031,0,5,0.07720125551551418,1,16.7,Urban Unrestricted,0
618,17031,0,5,0.06764546499236267,46,16.08209804347826,Urban Unrestricted,0
619,17031,0,5,0.01156730084307472,65,29.34944,Urban Unrestricted,0
622,17031,0,5,0.010670905354734824,0,0.0,Urban Unrestricted,0
623,17031,0,5,0.011057127670749286,0,0.0,Urban Unrestricted,0
630,17031,0,5,0.0809812627898736,3,5.69,Urban Unrestricted,0
632,17031,0,5,0.05430033780215746,1,1.15,Urban Unrestricted,0
634,17031,0,5,0.056029057511056975,9,18.115602222222222,Urban Unrestricted,0
636,17031,0,5,0.04653742061040408,9,5.076377777777778,Urban Unrestricted,0
637,17031,0,5,0.03962522806328368,0,0.0,Urban Unrestricted,0
639,17031,0,5,0.032577963614341704,0,0.0,Urban Unrestricted,0
646,17031,0,5,0.01924998429458018,5,0.5,Urban Unrestricted,0
648,17031,0,5,0.05892569967919047,11,0.5,Urban Unrestricted,0
650,17031,0,5,0.05411452496497737,10,0.5,Urban Unrestricted,0
657,17031,0,5,0.0058984462651307,12,5.0,Urban Unrestricted,0
659,17031,0,5,0.009602834234333118,19,0.5,Urban Unrestricted,0
661,17031,0,5,0.06386928360440375,26,1.4144723076923076,Urban Unrestricted,0
663,17031,0,5,0.055256214491335796,169,0.5531952662721894,Urban Unrestricted,0
665,17031,0,5,0.019201751668411243,217,4.848207834101383,Urban Unrestricted,0
667,17031,0,5,0.037251235071193746,3,0.5,Urban Unrestricted,0
668,17031,0,5,0.02773347281365672,13,12.499667692307693,Urban Unrestricted,0
671,17031,0,5,0.08770880519356186,19,19.140478421052634,Urban Unrestricted,0
672,17031,0,5,0.008216293517376681,188,1.8709887234042557,Urban Unrestricted,0
673,17031,0,5,0.03000400725366214,11,1.1185,Urban Unrestricted,0
676,17031,0,5,0.0985277750955901,27,9.520740740740738,Urban Unrestricted,0
677,17031,0,5,0.023829702736327608,16,20.683861249999996,Urban Unrestricted,0
678,17031,0,5,0.15855560489071518,16,29.651435,Urban Unrestricted,0
680,17031,0,5,0.03673383550869815,37,3.733783783783784,Urban Unrestricted,0
681,17031,0,5,0.06145852880527714,3,0.5,Urban Unrestricted,0
682,17031,0,5,0.07619884569187388,8,0.61,Urban Unrestricted,0
684,17031,0,5,0.055284171283690856,1,8.63,Urban Unrestricted,0
685,17031,0,5,0.012258823675674041,168,3.934404761904762,Urban Unrestricted,0
688,17031,0,5,0.07636173948145754,7,6.074102857142857,Urban Unrestricted,0
690,17031,0,5,0.0070292080301376835,5,17.005457999999997,Urban Unrestricted,0
691,17031,0,5,0.020147335728174974,16,28.186728125,Urban Unrestricted,0
692,17031,0,5,0.017469951409845575,16,45.561606875,Urban Unrestricted,0
693,17031,0,5,0.007859294152307128,8,52.475849999999994,Urban Unrestricted,0
695,17031,0,5,0.013990170252028812,88,10.757892727272726,Urban Unrestricted,0
696,17031,0,5,0.08776409940365211,63,6.729819206349206,Urban Unrestricted,0
697,17031,0,5,0.003818285422856791,0,0.0,Urban Unrestricted,0
699,17031,0,5,0.00938754650653105,179,8.369664804469274,Urban Unrestricted,0
702,17031,0,5,0.010577802059295597,23,1.1185000000000003,Urban Unrestricted,0
703,17031,0,5,0.06635879270352332,21,1.1185,Urban Unrestricted,0
705,17031,0,5,0.003838218318941624,47,1.1185,Urban Unrestricted,0
707,17031,0,5,0.06588933832459365,17,1.0979082352941176,Urban Unrestricted,0
708,17031,0,5,0.06637252141454901,39,12.831202564102565,Urban Unrestricted,0
710,17031,0,5,0.01861524740187218,36,5.500534444444444,Urban Unrestricted,0
712,17031,0,5,0.07834602146752881,7,1.1185,Urban Unrestricted,0
713,17031,0,5,0.025408083277045315,3,0.5,Urban Unrestricted,0
717,17031,0,5,0.00967190361844354,6,2.158705,Urban Unrestricted,0
718,17031,0,5,0.03715932029741519,6,1.1185,Urban Unrestricted,0
719,17031,0,5,0.03738495970568882,6,1.1185,Urban Unrestricted,0
720,17031,0,5,0.04318910816697915,3,0.5,Urban Unrestricted,0
721,17031,0,5,0.04425696043196924,74,30.19405864864865,Urban Unrestricted,0
722,17031,0,5,0.044134515690439725,3,0.5,Urban Unrestricted,0
724,17031,0,5,0.04476316116464776,6,1.1185,Urban Unrestricted,0
725,17031,0,5,0.04374519916343249,6,1.1185,Urban Unrestricted,0
726,17031,0,5,0.009115226358253554,174,20.21948275862069,Urban Unrestricted,0
